year        2017 day         235 seconds   39600.0000     lat   68.0000000     lon   20.0000000
 IYD       17235 SEC   39600.0000     GLAT   68.1333466     GLON   20.0000000     STL   12.3333330     F107A   106.716003     F107   131.000000     AP   37.0000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000
 z[m] rho[kg/(m^3)] T[K] c[m/s] p[Pa] H[m] g[m/(s^2)] N^2[rad^2/s^2] kappa[J/(s.m.K)] mu[kg(s.m)] mu_vol[kg/(s.m)] w_M[m/s] w_Z[m/s] w_P[m/s] c_p[J/(mol.K)] c_v[J/(mol.K)] gamma
0.0,1.2249999999999999,288.2,340.29216858458557,101323.915,0,0,0,0,0,0,0,0,5.830179276655754e-12,0,0,1.4
20.0,1.2227957208867406,288.08552798755414,340.22458045500343,101101.41847555093,0,0,0,0,0,0,0,0,6.526327813622649e-12,0,0,1.4
40.0,1.2205923879527967,287.97112178046353,340.15701776069477,100879.16805932096,0,0,0,0,0,0,0,0,7.284868128094524e-12,0,0,1.4
60.0,1.2183900136681773,287.8567814472673,340.0894805574969,100657.16457905283,0,0,0,0,0,0,0,0,8.12031069029557e-12,0,0,1.4
80.0,1.216188610502892,287.7425070565045,340.02196890124725,100435.40886248926,0,0,0,0,0,0,0,0,9.047165970449975e-12,0,0,1.4
100.0,1.213988190926951,287.62829867671417,339.95448284778325,100213.90173737305,0,0,0,0,0,0,0,0,1.0079944438781933e-11,0,0,1.4
120.0,1.211788767410363,287.5141563764354,339.8870224529423,99992.6440314469,0,0,0,0,0,0,0,0,1.123315656551563e-11,0,0,1.4
140.0,1.2095903524231382,287.4000802242071,339.81958777256165,99771.63657245357,0,0,0,0,0,0,0,0,1.2521312820875259e-11,0,0,1.4
160.0,1.2073929584352854,287.28607028856857,339.75217886247884,99550.88018813581,0,0,0,0,0,0,0,0,1.3958923675085008e-11,0,0,1.4
180.0,1.2051965979168147,287.1721266380586,339.6847957785311,99330.37570623637,0,0,0,0,0,0,0,0,1.5560499598369068e-11,0,0,1.4
200.0,1.2030012833377355,287.0582493412166,339.6174385765561,99110.123954498,0,0,0,0,0,0,0,0,1.734055106095163e-11,0,0,1.4
220.0,1.200807027114496,286.94443846656134,339.55010731241975,98890.12575448013,0,0,0,0,0,0,0,0,1.9315639719805438e-11,0,0,1.4
240.0,1.1986138414492997,286.8306940825322,339.48280204210363,98670.38190300914,0,0,0,0,0,0,0,0,2.1510531978897455e-11,0,0,1.4
260.0,1.1964217384907883,286.7170162575484,339.41552282161786,98450.89319072795,0,0,0,0,0,0,0,0,2.3952045428943205e-11,0,0,1.4
